,acousticness,danceability,energy,instrumentalness,popularity,speechiness
25854,0.963,0.416,0.196,4.69e-05,5,0.0479
25855,0.935,0.484,0.0029,0.0,7,0.0596
25856,0.799,0.701,0.283,2.43e-05,10,0.958
25857,0.91,0.3279999999999999,0.138,0.0165,7,0.0348
25858,0.96,0.562,0.46,0.0,6,0.128
25859,0.943,0.0,0.0308,0.0,7,0.0
25860,0.8,0.4370000000000001,0.545,6.32e-06,10,0.0457
25861,0.953,0.3389999999999999,0.313,0.00122,12,0.0401
25862,0.943,0.508,0.255,0.0,6,0.132
25863,0.962,0.473,0.297,1.9e-05,6,0.0984
25864,0.961,0.75,0.182,1.13e-05,7,0.0526
25865,0.745,0.414,0.0857,6.58e-06,6,0.0302
25866,0.994,0.495,0.119,0.929,9,0.0446
25867,0.929,0.5820000000000001,0.487,0.0,5,0.184
25868,0.963,0.3389999999999999,0.251,0.0,6,0.0463
25869,0.993,0.248,0.3939999999999999,1.36e-05,6,0.0612
25870,0.4579999999999999,0.611,0.519,0.0133,11,0.0418
25871,0.774,0.6829999999999999,0.407,0.0,6,0.16
25872,0.831,0.606,0.31,6.97e-06,10,0.97
25873,0.8370000000000001,0.595,0.305,1.65e-05,10,0.97
25874,0.938,0.5329999999999999,0.216,0.0,5,0.161
25875,0.933,0.6940000000000001,0.473,0.0,6,0.387
25876,0.975,0.4639999999999999,0.0536,0.0,8,0.0307
25877,0.967,0.193,0.276,0.00146,6,0.0357
25878,0.6629999999999999,0.578,0.313,0.000509,6,0.0312
25879,0.959,0.505,0.281,0.078,9,0.0579999999999999
25880,0.8270000000000001,0.5379999999999999,0.3329999999999999,0.000101,7,0.0512
25881,0.62,0.512,0.226,0.0003129999999999,6,0.032
25882,0.884,0.297,0.316,0.8440000000000001,7,0.0491
25883,0.809,0.908,0.401,0.0,6,0.0487
25884,0.977,0.31,0.1669999999999999,0.00037,6,0.0378
25885,0.954,0.39,0.3379999999999999,0.0,6,0.0373
25886,0.931,0.392,0.166,0.0553,10,0.0444
25887,0.945,0.555,0.3379999999999999,5.19e-05,11,0.039
25888,0.857,0.635,0.271,1.5e-05,10,0.962
25889,0.907,0.126,0.11,0.121,6,0.0358
25890,0.973,0.611,0.0918,0.7490000000000001,8,0.0465
25891,0.933,0.4270000000000001,0.244,0.0,6,0.0366
25892,0.7240000000000001,0.67,0.276,4.28e-06,9,0.96
25893,0.594,0.591,0.342,0.0,6,0.031
25894,0.961,0.115,0.0762,0.73,6,0.042
25895,0.972,0.488,0.4379999999999999,0.304,8,0.0345
25896,0.99,0.542,0.35,0.906,8,0.0404
25897,0.916,0.639,0.47,0.155,10,0.263
25898,0.967,0.63,0.173,0.942,8,0.0551
25899,0.865,0.4379999999999999,0.426,0.429,7,0.0335
25900,0.898,0.514,0.233,0.036,6,0.0497
25901,0.6990000000000001,0.596,0.657,0.0010199999999999,5,0.0343
25902,0.977,0.465,0.0383,0.0,6,0.0427
25903,0.991,0.6809999999999999,0.239,0.906,8,0.0771
25904,0.963,0.586,0.059,0.0,5,0.0917
25905,0.993,0.584,0.123,0.939,7,0.035
25906,0.711,0.54,0.536,0.0,7,0.0338
25907,0.64,0.471,0.517,3.55e-06,9,0.0652
25908,0.5429999999999999,0.593,0.457,0.81,8,0.038
25909,0.858,0.7090000000000001,0.1989999999999999,0.00483,9,0.0325
25910,0.815,0.645,0.381,0.0,10,0.591
25911,0.898,0.602,0.472,0.0,8,0.105
25912,0.884,0.6829999999999999,0.4679999999999999,0.152,9,0.0452
25913,0.6970000000000001,0.499,0.516,0.245,9,0.0525
25914,0.93,0.29,0.151,0.00434,7,0.0322
25915,0.753,0.397,0.407,0.0394,3,0.0828
25916,0.7929999999999999,0.762,0.215,4.98e-06,5,0.0309
25917,0.8270000000000001,0.5489999999999999,0.3,0.359,6,0.0368
25918,0.7559999999999999,0.627,0.433,0.0,7,0.0311
25919,0.936,0.833,0.134,0.00133,18,0.0636
25920,0.971,0.191,0.0508,0.196,11,0.0444
25921,0.733,0.462,0.509,0.00892,6,0.073
25922,0.982,0.482,0.0237,0.0,7,0.0561
25923,0.878,0.573,0.49,0.0028,10,0.183
25924,0.846,0.657,0.396,0.00819,6,0.267
25925,0.947,0.178,0.2,0.1159999999999999,7,0.036
25926,0.868,0.337,0.391,0.8959999999999999,13,0.0365
25927,0.978,0.251,0.34,4.870000000000001e-05,10,0.0451
25928,0.926,0.654,0.481,0.7609999999999999,13,0.0374
25929,0.946,0.32,0.797,0.254,9,0.04
25930,0.911,0.472,0.311,0.0,12,0.0321
25931,0.177,0.452,0.406,0.4679999999999999,11,0.0389
25932,0.964,0.637,0.23,0.926,17,0.0581
25933,0.913,0.4370000000000001,0.2339999999999999,0.377,13,0.0361
25934,0.919,0.6809999999999999,0.0978,3.7e-05,8,0.0819999999999999
25935,0.897,0.268,0.0846,0.000256,9,0.0325
25936,0.866,0.575,0.321,0.0,6,0.0892
25937,0.987,0.525,0.011,9.98e-06,13,0.0765
25938,0.8290000000000001,0.469,0.36,0.000185,13,0.0749
25939,0.956,0.358,0.147,0.691,11,0.0323
25940,0.953,0.3389999999999999,0.161,0.0017399999999999,13,0.0419
25941,0.846,0.5820000000000001,0.472,0.937,13,0.0415
25942,0.957,0.321,0.386,0.921,11,0.036
25943,0.989,0.355,0.062,0.000117,9,0.0434
25944,0.974,0.396,0.142,0.615,10,0.0379
25945,0.971,0.358,0.12,0.0,6,0.033
25946,0.95,0.522,0.21,0.0949,10,0.0376
25947,0.377,0.51,0.37,0.0,13,0.0433
25948,0.951,0.0958,0.113,0.755,13,0.04
25949,0.1009999999999999,0.794,0.505,0.0006349999999999,12,0.214
25950,0.789,0.7929999999999999,0.472,0.0,10,0.0456
25951,0.826,0.4379999999999999,0.208,0.637,13,0.0806
25952,0.969,0.302,0.34,0.009,10,0.0354
25953,0.109,0.466,0.6779999999999999,0.8079999999999999,13,0.0856
25954,0.987,0.3779999999999999,0.113,0.934,8,0.0377
25955,0.888,0.588,0.175,0.0,6,0.0874
25956,0.7809999999999999,0.638,0.397,0.00112,12,0.0342
25957,0.991,0.476,0.191,0.918,8,0.0324
25958,0.914,0.5479999999999999,0.405,0.00171,12,0.0406
25959,0.94,0.276,0.366,0.308,9,0.0394
25960,0.5660000000000001,0.249,0.243,0.000278,9,0.0341
25961,0.8009999999999999,0.609,0.3670000000000001,0.545,12,0.0315
25962,0.908,0.5660000000000001,0.416,0.905,12,0.0618
25963,0.265,0.528,0.4539999999999999,0.188,9,0.0376
25964,0.99,0.639,0.235,0.928,9,0.0414
25965,0.134,0.802,0.743,0.0587,12,0.0315
25966,0.992,0.521,0.114,0.95,8,0.0354
25967,0.821,0.352,0.302,0.295,10,0.0365
25968,0.0266,0.638,0.32,0.00118,12,0.111
25969,0.91,0.632,0.344,0.0,6,0.0926
25970,0.816,0.384,0.472,0.8859999999999999,6,0.0376
25971,0.94,0.519,0.2289999999999999,3.36e-06,9,0.0924
25972,0.939,0.642,0.287,2.06e-06,9,0.0754
25973,0.345,0.556,0.316,0.0106,8,0.0404
25974,0.8290000000000001,0.737,0.3939999999999999,0.0,5,0.103
25975,0.871,0.5489999999999999,0.31,0.0,5,0.374
25976,0.754,0.5489999999999999,0.62,0.109,7,0.0471
25977,0.964,0.444,0.499,0.41,8,0.0316
25978,0.993,0.593,0.263,0.938,8,0.0422
25979,0.7559999999999999,0.531,0.401,0.0217,9,0.0444
25980,0.888,0.294,0.4429999999999999,1.89e-06,9,0.0341
25981,0.901,0.568,0.387,1.08e-06,9,0.0622
25982,0.792,0.621,0.43,1.94e-05,7,0.0685
25983,0.973,0.565,0.178,0.0,18,0.0623
25984,0.979,0.612,0.204,4.32e-06,8,0.0652
25985,0.987,0.3,0.237,0.0119,6,0.0331
25986,0.968,0.741,0.317,0.928,10,0.0467
25987,0.3279999999999999,0.51,0.418,0.785,9,0.0464
25988,0.976,0.613,0.348,0.8290000000000001,7,0.0383
25989,0.828,0.652,0.205,0.0,6,0.0433
25990,0.902,0.764,0.213,0.0,5,0.0393
25991,0.957,0.245,0.0836,0.00582,8,0.0421
25992,0.984,0.282,0.312,0.00599,8,0.0351
25993,0.985,0.451,0.1989999999999999,0.907,10,0.0339
25994,0.942,0.303,0.258,0.0016699999999999,6,0.0442
25995,0.988,0.645,0.301,0.875,8,0.043
25996,0.942,0.4539999999999999,0.408,0.0,8,0.1159999999999999
25997,0.858,0.616,0.382,0.84,10,0.0377
25998,0.983,0.6990000000000001,0.0347,5.39e-06,11,0.0583
25999,0.989,0.322,0.0546,0.917,8,0.0434
26000,0.5760000000000001,0.365,0.562,0.000178,9,0.0919
26001,0.968,0.688,0.302,0.102,13,0.175
26002,0.789,0.471,0.491,0.011,11,0.0348
26003,0.989,0.5920000000000001,0.305,0.921,8,0.0399
26004,0.7190000000000001,0.595,0.3429999999999999,0.0,9,0.039
26005,0.645,0.711,0.693,0.0,8,0.156
26006,0.251,0.524,0.373,0.401,9,0.0354
26007,0.955,0.45,0.103,0.0,7,0.0337
26008,0.956,0.407,0.223,7.23e-05,8,0.0315
26009,0.83,0.585,0.129,0.0,10,0.473
26010,0.94,0.644,0.17,1.77e-06,8,0.044
26011,0.992,0.746,0.203,0.917,7,0.0439
26012,0.893,0.628,0.15,4.84e-06,6,0.0645
26013,0.988,0.519,0.348,0.932,8,0.0355
26014,0.906,0.606,0.308,4.88e-06,5,0.0815
26015,0.8240000000000001,0.63,0.763,0.868,6,0.0367
26016,0.9,0.575,0.499,0.0,6,0.272
26017,0.8420000000000001,0.541,0.496,8.36e-05,6,0.0703
26018,0.799,0.706,0.461,0.0,5,0.0664
26019,0.482,0.5529999999999999,0.314,2.64e-05,8,0.0304
26020,0.215,0.3979999999999999,0.484,0.8270000000000001,8,0.118
26021,0.956,0.42,0.191,0.033,7,0.0325
26022,0.963,0.45,0.129,0.0,11,0.0396
26023,0.929,0.0852,0.337,0.0182,8,0.0329
26024,0.8809999999999999,0.545,0.37,1.16e-06,10,0.031
26025,0.976,0.358,0.104,1.36e-05,8,0.0392
26026,0.989,0.316,0.308,0.662,6,0.0429
26027,0.949,0.186,0.124,0.000589,8,0.0361
26028,0.99,0.596,0.281,0.905,7,0.0372
26029,0.992,0.713,0.1969999999999999,0.937,10,0.0526
26030,0.902,0.316,0.487,0.878,6,0.0535
26031,0.871,0.618,0.34,0.0,9,0.071
26032,0.604,0.7390000000000001,0.599,0.0103,10,0.0538
26033,0.931,0.357,0.103,0.0,5,0.035
26034,0.847,0.688,0.358,0.0,6,0.0827
26035,0.836,0.489,0.921,0.927,5,0.0456
26036,0.989,0.359,0.0391,0.977,11,0.0365
26037,0.96,0.5710000000000001,0.352,0.922,8,0.0439
26038,0.934,0.473,0.233,0.0,5,0.0336
26039,0.986,0.457,0.0969999999999999,0.905,7,0.0383
26040,0.797,0.5329999999999999,0.15,0.0,9,0.0544
26041,0.951,0.61,0.256,0.903,12,0.0691
26042,0.8740000000000001,0.346,0.1159999999999999,0.0,7,0.0319
26043,0.97,0.435,0.258,4.99e-05,8,0.0736
26044,0.83,0.371,0.325,0.8140000000000001,8,0.04
26045,0.917,0.363,0.176,0.00207,8,0.0465
26046,0.87,0.416,0.483,7.17e-06,8,0.0942
26047,0.964,0.563,0.142,0.8490000000000001,9,0.051
26048,0.395,0.687,0.696,0.000133,7,0.0529
26049,0.932,0.462,0.272,1.06e-06,7,0.0473
26050,0.919,0.649,0.3,0.0,5,0.2189999999999999
26051,0.838,0.291,0.466,0.00895,5,0.0349
26052,0.83,0.599,0.428,0.1009999999999999,6,0.0718
26053,0.974,0.424,0.303,0.823,7,0.0454
26054,0.741,0.557,0.331,0.0,6,0.1009999999999999
26055,0.892,0.307,0.335,0.0,6,0.0312
26056,0.949,0.3939999999999999,0.4589999999999999,0.0,7,0.157
26057,0.994,0.408,0.0305,6.84e-06,6,0.0563
26058,0.911,0.469,0.321,0.0,5,0.0649
26059,0.988,0.476,0.416,0.198,6,0.0525
26060,0.862,0.669,0.318,0.0,6,0.307
26061,0.973,0.2689999999999999,0.2019999999999999,0.000287,7,0.0294
26062,0.8390000000000001,0.358,0.285,0.0426,11,0.0272
26063,0.86,0.688,0.244,0.0,5,0.286
26064,0.926,0.726,0.43,0.935,9,0.0406
26065,0.8290000000000001,0.769,0.222,0.0,6,0.0685
26066,0.973,0.4970000000000001,0.368,0.91,9,0.0358
26067,0.7759999999999999,0.418,0.67,0.0285,7,0.143
26068,0.8640000000000001,0.4270000000000001,0.545,4.46e-06,12,0.0799
26069,0.989,0.561,0.0594,0.945,5,0.0488
26070,0.8,0.652,0.643,1.04e-06,6,0.105
26071,0.927,0.6940000000000001,0.102,0.0,5,0.0477
26072,0.885,0.682,0.7070000000000001,0.00988,5,0.0557
26073,0.9,0.621,0.43,0.7909999999999999,8,0.0445
26074,0.7979999999999999,0.78,0.7859999999999999,3.26e-05,15,0.0917
26075,0.961,0.35,0.125,0.0,5,0.0351
26076,0.733,0.649,0.684,3.84e-06,7,0.11
26077,0.841,0.652,0.499,0.000881,6,0.0478
26078,0.8190000000000001,0.615,0.625,0.000204,7,0.105
26079,0.985,0.5670000000000001,0.265,0.945,7,0.0412
26080,0.625,0.431,0.581,0.000129,7,0.0856
26081,0.98,0.606,0.0897,0.904,7,0.0339
26082,0.989,0.381,0.0229,0.989,8,0.0397
26083,0.912,0.602,0.233,0.0,5,0.0616
26084,0.978,0.276,0.266,0.00282,9,0.0401
26085,0.795,0.71,0.237,0.0077599999999999,8,0.0347
26086,0.883,0.623,0.0807,0.0,6,0.0672
26087,0.7559999999999999,0.501,0.455,1.74e-06,5,0.0862
26088,0.955,0.581,0.132,0.4370000000000001,6,0.0629
26089,0.953,0.413,0.3670000000000001,0.00358,5,0.0276
26090,0.897,0.8059999999999999,0.225,1.53e-05,4,0.0508
26091,0.903,0.495,0.0462,0.0,5,0.0592
26092,0.989,0.4579999999999999,0.4579999999999999,0.91,8,0.0336
26093,0.2789999999999999,0.466,0.456,0.00468,7,0.0375
26094,0.17,0.486,0.584,0.6859999999999999,6,0.0596
26095,0.975,0.275,0.1689999999999999,2.32e-05,8,0.0325
26096,0.994,0.43,0.0329,3.61e-05,8,0.0834
26097,0.995,0.457,0.0175,9.49e-06,6,0.272
26098,0.894,0.309,0.366,0.00612,15,0.0365
26099,0.682,0.475,0.311,0.0001189999999999,6,0.0298
26100,0.963,0.3339999999999999,0.21,1.7e-06,5,0.0379
26101,0.893,0.231,0.3929999999999999,9.6e-05,7,0.0313
26102,0.953,0.157,0.321,0.000172,6,0.0317
26103,0.964,0.382,0.0187,0.485,5,0.0782
26104,0.6829999999999999,0.6459999999999999,0.631,0.416,7,0.0357
26105,0.893,0.578,0.428,0.0,6,0.1159999999999999
26106,0.302,0.606,0.7879999999999999,0.00306,5,0.0519
26107,0.961,0.5670000000000001,0.174,0.812,6,0.0859
26108,0.981,0.56,0.141,0.912,7,0.0394
26109,0.688,0.252,0.3720000000000001,0.04,5,0.0329
26110,0.989,0.561,0.0594,0.945,25,0.0488
26111,0.879,0.364,0.713,0.545,7,0.0531
26112,0.977,0.557,0.33,0.908,6,0.0289999999999999
26113,0.897,0.7140000000000001,0.426,0.951,9,0.0465
26114,0.679,0.444,0.376,0.0,7,0.0516
26115,0.929,0.6920000000000001,0.0866,0.0,6,0.0661
26116,0.7070000000000001,0.471,0.599,1.21e-06,8,0.87
26117,0.982,0.435,0.268,0.897,5,0.0568
26118,0.444,0.5670000000000001,0.39,1.9e-05,7,0.0372
26119,0.984,0.24,0.145,0.0309,7,0.0407
26120,0.93,0.5429999999999999,0.5720000000000001,0.191,4,0.0915
26121,0.877,0.425,0.111,3.13e-06,5,0.0318
26122,0.979,0.33,0.031,0.0813,5,0.0367
26123,0.988,0.654,0.191,0.928,6,0.0374
26124,0.941,0.345,0.163,0.0,5,0.0384
26125,0.965,0.417,0.3279999999999999,3.24e-05,8,0.0607
26126,0.984,0.5,0.14,0.901,17,0.0422
26127,0.7609999999999999,0.515,0.389,0.0292,19,0.0445
26128,0.807,0.72,0.271,0.0,17,0.0888
26129,0.8170000000000001,0.575,0.212,0.021,22,0.0454
26130,0.7929999999999999,0.589,0.575,0.0,23,0.138
26131,0.898,0.613,0.1969999999999999,0.0065099999999999,21,0.0503
26132,0.96,0.236,0.14,0.203,21,0.0396
26133,0.875,0.356,0.0565,0.0,25,0.0474
26134,0.865,0.253,0.391,0.0,22,0.0342
26135,0.6559999999999999,0.505,0.565,4.71e-05,17,0.179
26136,0.973,0.243,0.141,0.0001149999999999,16,0.032
26137,0.946,0.535,0.00583,5.660000000000003e-05,15,0.0512
26138,0.7020000000000001,0.6679999999999999,0.158,0.000553,17,0.0456
26139,0.957,0.154,0.121,0.00065,22,0.0325
26140,0.889,0.838,0.527,2.01e-05,17,0.032
26141,0.845,0.5579999999999999,0.131,0.0,17,0.132
26142,0.852,0.8140000000000001,0.225,0.0,17,0.103
26143,0.845,0.625,0.146,0.00461,24,0.0421
26144,0.8059999999999999,0.478,0.22,0.0,24,0.0347
26145,0.995,0.284,0.154,0.0191,14,0.0552
26146,0.7509999999999999,0.473,0.455,0.0,17,0.075
26147,0.909,0.21,0.258,0.304,22,0.0378
26148,0.73,0.62,0.503,0.0155,23,0.0664
26149,0.718,0.564,0.632,8.94e-05,22,0.0749
26150,0.993,0.68,0.181,0.862,21,0.0512
26151,0.888,0.483,0.126,0.000135,23,0.0583
26152,0.6579999999999999,0.5710000000000001,0.278,0.000101,21,0.0546
26153,0.96,0.324,0.218,0.947,19,0.0287
26154,0.782,0.6759999999999999,0.425,0.0,17,0.0358
26155,0.985,0.4029999999999999,0.122,0.00056,16,0.0279
26156,0.7759999999999999,0.654,0.696,0.0,17,0.052
26157,0.755,0.601,0.188,0.0,20,0.0291
26158,0.93,0.539,0.0922,3.35e-06,22,0.0305
26159,0.995,0.231,0.0948,0.00442,14,0.0456
26160,0.74,0.535,0.525,0.0,20,0.12
26161,0.995,0.313,0.213,4.27e-06,14,0.0553
26162,0.88,0.3339999999999999,0.201,0.0,21,0.0332
26163,0.807,0.755,0.23,2.05e-05,22,0.0507
26164,0.994,0.238,0.156,0.000978,14,0.0464
26165,0.968,0.5579999999999999,0.179,0.862,19,0.0481
26166,0.99,0.466,0.1119999999999999,0.895,16,0.0583
26167,0.983,0.251,0.0182,0.000193,20,0.0379
26168,0.937,0.565,0.0771,0.0102,18,0.0446
26169,0.603,0.782,0.278,0.0,21,0.0477
26170,0.925,0.161,0.267,0.979,20,0.0375
26171,0.6990000000000001,0.524,0.3,0.0,20,0.0609
26172,0.915,0.535,0.239,0.0,21,0.247
26173,0.99,0.621,0.1969999999999999,0.878,22,0.0573
26174,0.802,0.52,0.352,0.0,17,0.0484
26175,0.985,0.516,0.157,0.8490000000000001,15,0.0565
26176,0.93,0.62,0.193,0.0,19,0.0383
26177,0.664,0.449,0.2739999999999999,0.0,20,0.0643
26178,0.851,0.688,0.28,1.28e-06,16,0.0824
26179,0.688,0.519,0.662,0.0104,19,0.034
26180,0.846,0.511,0.586,0.0081599999999999,20,0.0278
26181,0.894,0.545,0.257,0.00909,20,0.0359
26182,0.865,0.605,0.379,4.3e-05,17,0.0354
26183,0.899,0.345,0.0915,0.139,20,0.0558
26184,0.989,0.297,0.0604,0.936,18,0.0394
26185,0.986,0.451,0.0419,0.935,18,0.0446
26186,0.813,0.573,0.469,0.0,16,0.0332
26187,0.985,0.546,0.0459,0.856,22,0.0397
26188,0.986,0.545,0.342,0.93,17,0.0331
26189,0.69,0.5589999999999999,0.258,0.594,18,0.0524
26190,0.7609999999999999,0.26,0.299,0.0,21,0.0345
26191,0.939,0.3429999999999999,0.123,0.0006349999999999,16,0.0335
26192,0.835,0.426,0.565,0.0,15,0.0743
26193,0.94,0.179,0.2689999999999999,0.481,14,0.0354
26194,0.991,0.487,0.0184,0.8740000000000001,18,0.0537
26195,0.855,0.624,0.181,1.63e-05,15,0.141
26196,0.812,0.4479999999999999,0.53,1.47e-05,15,0.154
26197,0.872,0.552,0.0993,7.01e-05,19,0.0347
26198,0.884,0.223,0.0336,1.09e-05,14,0.0291
26199,0.929,0.564,0.1369999999999999,0.0,17,0.0367
26200,0.93,0.456,0.124,2.05e-06,21,0.065
26201,0.987,0.44,0.107,7.37e-06,22,0.0339
26202,0.961,0.302,0.179,0.909,15,0.0322
26203,0.945,0.172,0.28,0.755,15,0.0331
26204,0.861,0.3429999999999999,0.301,0.0,19,0.046
26205,0.991,0.245,0.317,0.00618,12,0.0703
26206,0.736,0.583,0.307,0.0191,19,0.0391
26207,0.8909999999999999,0.489,0.3670000000000001,0.0402,21,0.0975
26208,0.762,0.669,0.366,0.0,20,0.0545
26209,0.918,0.547,0.106,0.0,21,0.0498
26210,0.98,0.494,0.135,0.809,14,0.072
26211,0.922,0.304,0.335,0.0,18,0.07
26212,0.474,0.374,0.472,0.352,16,0.0397
26213,0.7140000000000001,0.679,0.382,0.000399,15,0.0333
26214,0.752,0.774,0.53,0.0,19,0.0595
26215,0.982,0.5920000000000001,0.158,0.867,14,0.0665
26216,0.892,0.486,0.1119999999999999,0.0,20,0.031
26217,0.953,0.2239999999999999,0.284,0.853,14,0.0349
26218,0.69,0.6409999999999999,0.363,6.48e-06,20,0.0488
26219,0.99,0.16,0.153,0.125,27,0.0451
26220,0.985,0.294,0.0722,0.939,17,0.0485
26221,0.873,0.517,0.3929999999999999,0.8809999999999999,16,0.0375
26222,0.92,0.713,0.184,0.0,19,0.0376
26223,0.954,0.193,0.217,0.8440000000000001,14,0.0341
26224,0.565,0.728,0.213,0.0,20,0.148
26225,0.989,0.322,0.109,0.000182,17,0.0312
26226,0.675,0.644,0.675,0.000466,18,0.0814
26227,0.73,0.74,0.391,3.02e-05,16,0.0538
26228,0.745,0.327,0.259,0.0,19,0.0339
26229,0.65,0.4320000000000001,0.362,0.00172,15,0.0451
26230,0.863,0.562,0.256,2.16e-06,19,0.0407
26231,0.981,0.406,0.153,0.961,16,0.0659
26232,0.736,0.362,0.345,0.203,16,0.0404
26233,0.986,0.575,0.152,0.8909999999999999,14,0.0644
26234,0.981,0.461,0.264,0.5429999999999999,18,0.0309
26235,0.984,0.695,0.14,0.0,19,0.0515
26236,0.758,0.508,0.118,2.49e-06,21,0.0553
26237,0.703,0.523,0.359,0.0,17,0.0796
26238,0.965,0.201,0.291,0.863,16,0.037
26239,0.88,0.517,0.2319999999999999,0.00999,14,0.0326
26240,0.893,0.127,0.196,0.912,13,0.0344
26241,0.987,0.355,0.0546,0.91,17,0.0551
26242,0.988,0.508,0.156,1.67e-05,17,0.0331
26243,0.954,0.551,0.0179,0.0,12,0.0419
26244,0.96,0.3720000000000001,0.129,0.000548,16,0.0346
26245,0.954,0.203,0.0672,0.0157,18,0.0415
26246,0.871,0.521,0.605,0.0,14,0.0688
26247,0.807,0.556,0.42,0.00157,16,0.0388
26248,0.809,0.5710000000000001,0.355,0.0,19,0.115
26249,0.768,0.6920000000000001,0.371,0.0143,19,0.0822
26250,0.7859999999999999,0.731,0.426,1.27e-05,16,0.486
26251,0.8290000000000001,0.396,0.29,0.488,15,0.0379
26252,0.64,0.535,0.408,2.39e-05,19,0.0571
26253,0.83,0.6809999999999999,0.442,1.59e-06,16,0.0494
26254,0.958,0.18,0.2189999999999999,0.856,13,0.0337
26255,0.893,0.527,0.265,1.15e-06,16,0.0313
26256,0.968,0.669,0.17,0.922,13,0.0513
26257,0.8270000000000001,0.5770000000000001,0.546,0.0,13,0.417
26258,0.779,0.779,0.3289999999999999,0.0,23,0.0398
26259,0.872,0.213,0.154,0.898,13,0.0341
26260,0.8290000000000001,0.421,0.6609999999999999,0.0,16,0.0576
26261,0.599,0.447,0.304,0.0,22,0.0523
26262,0.787,0.6409999999999999,0.705,0.74,16,0.0419
26263,0.7829999999999999,0.513,0.643,4.49e-05,15,0.0713
26264,0.941,0.475,0.0165,0.0146,19,0.0492
26265,0.89,0.317,0.0615,1.65e-06,16,0.0394
26266,0.878,0.347,0.109,0.0,18,0.0352
26267,0.8320000000000001,0.648,0.143,0.0,15,0.0368
26268,0.956,0.17,0.207,0.929,15,0.0373
26269,0.937,0.296,0.0852,0.0127,15,0.0371
26270,0.98,0.423,0.184,0.000515,26,0.0459
26271,0.846,0.53,0.532,0.0005549999999999,18,0.0279
26272,0.745,0.662,0.6920000000000001,3.46e-06,16,0.0786
26273,0.947,0.271,0.105,0.701,14,0.0313
26274,0.42,0.499,0.632,0.0,13,0.0307
26275,0.5770000000000001,0.3879999999999999,0.281,0.536,16,0.037
26276,0.982,0.428,0.15,0.0,15,0.0615
26277,0.889,0.163,0.381,0.84,18,0.0419
26278,0.879,0.605,0.225,0.0186,15,0.0414
26279,0.916,0.528,0.382,0.0,21,0.0327
26280,0.954,0.726,0.198,0.0,13,0.1369999999999999
26281,0.991,0.39,0.0558,0.0,16,0.0321
26282,0.752,0.58,0.573,0.0,15,0.0795
26283,0.7759999999999999,0.377,0.325,0.0,17,0.045
26284,0.8029999999999999,0.5589999999999999,0.539,0.0069099999999999,14,0.0316
26285,0.8059999999999999,0.368,0.5760000000000001,0.68,16,0.0507
26286,0.918,0.504,0.217,2.3e-05,16,0.0294
26287,0.991,0.512,0.0903,0.931,15,0.0908
26288,0.944,0.3279999999999999,0.593,0.0,14,0.0351
26289,0.8959999999999999,0.5770000000000001,0.146,0.0,14,0.053
26290,0.7559999999999999,0.611,0.335,0.0,19,0.3379999999999999
26291,0.975,0.215,0.184,0.878,16,0.0373
26292,0.742,0.627,0.6659999999999999,1.6899999999999994e-05,13,0.0928
26293,0.7709999999999999,0.387,0.293,4.44e-05,17,0.0351
26294,0.941,0.526,0.0189,0.0,10,0.047
26295,0.8909999999999999,0.34,0.0559999999999999,0.0,17,0.0345
26296,0.4920000000000001,0.49,0.524,0.00171,12,0.032
26297,0.944,0.23,0.128,0.000176,13,0.0397
26298,0.619,0.141,0.305,0.0,14,0.0336
26299,0.246,0.599,0.4039999999999999,0.0018399999999999,12,0.0605
26300,0.925,0.332,0.2239999999999999,0.0,14,0.0424
26301,0.94,0.263,0.133,1e-06,13,0.0395
26302,0.8240000000000001,0.705,0.305,7.47e-05,18,0.3989999999999999
26303,0.8640000000000001,0.163,0.208,0.948,13,0.0325
26304,0.435,0.6809999999999999,0.358,0.7979999999999999,12,0.0767
26305,0.8059999999999999,0.534,0.275,0.0,17,0.034
26306,0.597,0.511,0.4589999999999999,0.0641,14,0.0339
26307,0.989,0.429,0.0755,0.8809999999999999,14,0.0515
26308,0.494,0.4039999999999999,0.59,0.0174,11,0.0528
26309,0.82,0.584,0.2,0.506,17,0.0384
26310,0.979,0.355,0.221,0.8640000000000001,14,0.0304
26311,0.988,0.456,0.103,1.87e-06,17,0.0389
26312,0.6890000000000001,0.594,0.285,0.000172,16,0.0403
26313,0.6890000000000001,0.573,0.4629999999999999,0.00606,15,0.0499
26314,0.954,0.534,0.119,0.000221,17,0.0357
26315,0.987,0.633,0.0707,0.8859999999999999,15,0.0435
26316,0.865,0.285,0.0693,8.37e-05,17,0.0369
26317,0.7559999999999999,0.7120000000000001,0.23,0.0,15,0.0343
26318,0.865,0.4320000000000001,0.341,4.93e-06,17,0.0583
26319,0.992,0.584,0.303,0.905,13,0.0579
26320,0.523,0.421,0.385,0.0,17,0.104
26321,0.97,0.275,0.255,0.00714,14,0.0347
26322,0.877,0.507,0.0589,8.669999999999999e-05,18,0.0326
26323,0.856,0.456,0.173,9.5e-05,16,0.0487
26324,0.879,0.499,0.0499,8.24e-06,18,0.0362
26325,0.991,0.375,0.14,4.34e-05,15,0.0301
26326,0.991,0.209,0.129,0.0526,31,0.043
26327,0.96,0.513,0.346,0.873,20,0.0414
26328,0.991,0.527,0.0498,0.00526,18,0.042
